column_a,code,browser,cldr_short_name,category
1683,U+1F363,🍣,sushi,food_asian
1684,U+1F364,🍤,fried shrimp,food_asian
1685,U+1F365,🍥,fish cake with swirl,food_asian
1686,U+1F361,🍡,dango,food_asian
1621,U+1F347,🍇,grapes,food_fruit
1622,U+1F348,🍈,melon,food_fruit
1623,U+1F349,🍉,watermelon,food_fruit
1624,U+1F34A,🍊,tangerine,food_fruit
1625,U+1F34B,🍋,lemon,food_fruit
1626,U+1F34C,🍌,banana,food_fruit
1627,U+1F34D,🍍,pineapple,food_fruit
1628,U+1F34E,🍎,red apple,food_fruit
1629,U+1F34F,🍏,green apple,food_fruit
1630,U+1F350,🍐,pear,food_fruit
1631,U+1F351,🍑,peach,food_fruit
1632,U+1F352,🍒,cherries,food_fruit
1633,U+1F353,🍓,strawberry,food_fruit
1634,U+1F95D,🥝,kiwi fruit,food_fruit
1635,U+1F345,🍅,tomato,food_fruit
1648,U+1F35E,🍞,bread,food_prepared
1649,U+1F950,🥐,croissant,food_prepared
1650,U+1F956,🥖,baguette bread,food_prepared
1652,U+1F95E,🥞,pancakes,food_prepared
1653,U+1F9C0,🧀,cheese wedge,food_prepared
1654,U+1F356,🍖,meat on bone,food_prepared
1655,U+1F357,🍗,poultry leg,food_prepared
1657,U+1F953,🥓,bacon,food_prepared
1658,U+1F354,🍔,hamburger,food_prepared
1659,U+1F35F,🍟,french fries,food_prepared
1660,U+1F355,🍕,pizza,food_prepared
1661,U+1F32D,🌭,hot dog,food_prepared
1663,U+1F32E,🌮,taco,food_prepared
1664,U+1F32F,🌯,burrito,food_prepared
1665,U+1F959,🥙,stuffed flatbread,food_prepared
1666,U+1F95A,🥚,egg,food_prepared
1667,U+1F373,🍳,cooking,food_prepared
1668,U+1F958,🥘,shallow pan of food,food_prepared
1669,U+1F372,🍲,pot of food,food_prepared
1671,U+1F957,🥗,green salad,food_prepared
1672,U+1F37F,🍿,popcorn,food_prepared
1690,U+1F366,🍦,soft ice cream,food_sweet
1691,U+1F367,🍧,shaved ice,food_sweet
1692,U+1F368,🍨,ice cream,food_sweet
1693,U+1F369,🍩,doughnut,food_sweet
1694,U+1F36A,🍪,cookie,food_sweet
1695,U+1F382,🎂,birthday cake,food_sweet
1696,U+1F370,🍰,shortcake,food_sweet
1698,U+1F36B,🍫,chocolate bar,food_sweet
1699,U+1F36C,🍬,candy,food_sweet
1700,U+1F36D,🍭,lollipop,food_sweet
1701,U+1F36E,🍮,custard,food_sweet
1702,U+1F36F,🍯,honey pot,food_sweet
1637,U+1F951,🥑,avocado,food_vegetable
1638,U+1F346,🍆,eggplant,food_vegetable
1639,U+1F954,🥔,potato,food_vegetable
1640,U+1F955,🥕,carrot,food_vegetable
1641,U+1F33D,🌽,ear of corn,food_vegetable
1642,U+1F336,🌶,hot pepper,food_vegetable
1643,U+1F952,🥒,cucumber,food_vegetable
1645,U+1F344,🍄,mushroom,food_vegetable
1646,U+1F95C,🥜,peanuts,food_vegetable
1647,U+1F330,🌰,chestnut,food_vegetable
1980,U+1F3AE,🎮,video game,game
1981,U+1F579,🕹,joystick,game
1982,U+1F3B2,🎲,game die,game
1983,U+2660,♠,spade suit,game
1984,U+2665,♥,heart suit,game
1985,U+2666,♦,diamond suit,game
1986,U+2663,♣,club suit,game
1987,U+1F0CF,🃏,joker,game
1988,U+1F004,🀄,mahjong red dragon,game
1989,U+1F3B4,🎴,flower playing cards,game
2335,U+25AA,▪,black small square,geometric
2336,U+25AB,▫,white small square,geometric
2337,U+25FB,◻,white medium square,geometric
2338,U+25FC,◼,black medium square,geometric
2339,U+25FD,◽,white medium-small square,geometric
2340,U+25FE,◾,black medium-small square,geometric
2341,U+2B1B,⬛,black large square,geometric
2342,U+2B1C,⬜,white large square,geometric
2343,U+1F536,🔶,large orange diamond,geometric
2344,U+1F537,🔷,large blue diamond,geometric
2345,U+1F538,🔸,small orange diamond,geometric
2346,U+1F539,🔹,small blue diamond,geometric
2347,U+1F53A,🔺,red triangle pointed up,geometric
2348,U+1F53B,🔻,red triangle pointed down,geometric
2349,U+1F4A0,💠,diamond with a dot,geometric
2350,U+1F518,🔘,radio button,geometric
2351,U+1F532,🔲,black square button,geometric
2352,U+1F533,🔳,white square button,geometric
2353,U+26AA,⚪,white circle,geometric
2354,U+26AB,⚫,black circle,geometric
2355,U+1F534,🔴,red circle,geometric
2356,U+1F535,🔵,blue circle,geometric
1847,U+1F6CE,🛎,bellhop bell,hotel
1848,U+1F6AA,🚪,door,hotel
1849,U+1F6CF,🛏,bed,hotel
1850,U+1F6CB,🛋,couch and lamp,hotel
1851,U+1F6BD,🚽,toilet,hotel
1852,U+1F6BF,🚿,shower,hotel
1853,U+1F6C1,🛁,bathtub,hotel
2282,U+0023 U+FE0F U+20E3,"#️⃣","keycap: #",keycap
2283,U+002A U+FE0F U+20E3,*️⃣,keycap: *,keycap
2284,U+0030 U+FE0F U+20E3,0️⃣,keycap: 0,keycap
2285,U+0031 U+FE0F U+20E3,1️⃣,keycap: 1,keycap
2286,U+0032 U+FE0F U+20E3,2️⃣,keycap: 2,keycap
2287,U+0033 U+FE0F U+20E3,3️⃣,keycap: 3,keycap
2288,U+0034 U+FE0F U+20E3,4️⃣,keycap: 4,keycap
2289,U+0035 U+FE0F U+20E3,5️⃣,keycap: 5,keycap
2290,U+0036 U+FE0F U+20E3,6️⃣,keycap: 6,keycap
2291,U+0037 U+FE0F U+20E3,7️⃣,keycap: 7,keycap
2292,U+0038 U+FE0F U+20E3,8️⃣,keycap: 8,keycap
2293,U+0039 U+FE0F U+20E3,9️⃣,keycap: 9,keycap
2294,U+1F51F,🔟,keycap 10,keycap
2032,U+1F3A5,🎥,movie camera,light_video
2033,U+1F39E,🎞,film frames,light_video
2034,U+1F4FD,📽,film projector,light_video
2035,U+1F3AC,🎬,clapper board,light_video
2036,U+1F4FA,📺,television,light_video
2037,U+1F4F7,📷,camera,light_video
2038,U+1F4F8,📸,camera with flash,light_video
2039,U+1F4F9,📹,video camera,light_video
2040,U+1F4FC,📼,videocassette,light_video
2041,U+1F50D,🔍,magnifying glass tilted left,light_video
2042,U+1F50E,🔎,magnifying glass tilted right,light_video
2043,U+1F52C,🔬,microscope,light_video
2044,U+1F52D,🔭,telescope,light_video
2045,U+1F4E1,📡,satellite antenna,light_video
2046,U+1F56F,🕯,candle,light_video
2047,U+1F4A1,💡,light bulb,light_video
2048,U+1F526,🔦,flashlight,light_video
2049,U+1F3EE,🏮,red paper lantern,light_video
2120,U+1F512,🔒,locked,lock
2121,U+1F513,🔓,unlocked,lock
2122,U+1F50F,🔏,locked with pen,lock
2123,U+1F510,🔐,locked with key,lock
2124,U+1F511,🔑,key,lock
2125,U+1F5DD,🗝,old key,lock
2143,U+1F489,💉,syringe,medical
2144,U+1F48A,💊,pill,medical
2067,U+1F4B0,💰,money bag,money
2068,U+1F4B4,💴,yen banknote,money
2069,U+1F4B5,💵,dollar banknote,money
2070,U+1F4B6,💶,euro banknote,money
2071,U+1F4B7,💷,pound banknote,money
2072,U+1F4B8,💸,money with wings,money
2073,U+1F4B3,💳,credit card,money
2074,U+1F4B9,💹,chart increasing with yen,money
2075,U+1F4B1,💱,currency exchange,money
2076,U+1F4B2,💲,heavy dollar sign,money
105,U+1F648,🙈,see-no-evil monkey,monkey_face
106,U+1F649,🙉,hear-no-evil monkey,monkey_face
107,U+1F64A,🙊,speak-no-evil monkey,monkey_face
1999,U+1F3BC,🎼,musical score,music
2000,U+1F3B5,🎵,musical note,music
2001,U+1F3B6,🎶,musical notes,music
2002,U+1F399,🎙,studio microphone,music
2003,U+1F39A,🎚,level slider,music
2004,U+1F39B,🎛,control knobs,music
2005,U+1F3A4,🎤,microphone,music
2006,U+1F3A7,🎧,headphone,music
2007,U+1F4FB,📻,radio,music
2008,U+1F3B7,🎷,saxophone,musical_instrument
2009,U+1F3B8,🎸,guitar,musical_instrument
2010,U+1F3B9,🎹,musical keyboard,musical_instrument
2011,U+1F3BA,🎺,trumpet,musical_instrument
2012,U+1F3BB,🎻,violin,musical_instrument
2013,U+1F941,🥁,drum,musical_instrument
2097,U+1F4BC,💼,briefcase,office
2098,U+1F4C1,📁,file folder,office
2099,U+1F4C2,📂,open file folder,office
2100,U+1F5C2,🗂,card index dividers,office
2101,U+1F4C5,📅,calendar,office
2102,U+1F4C6,📆,tear-off calendar,office
2103,U+1F5D2,🗒,spiral notepad,office
2104,U+1F5D3,🗓,spiral calendar,office
2105,U+1F4C7,📇,card index,office
2106,U+1F4C8,📈,chart increasing,office
2107,U+1F4C9,📉,chart decreasing,office
2108,U+1F4CA,📊,bar chart,office
2109,U+1F4CB,📋,clipboard,office
2110,U+1F4CC,📌,pushpin,office
2111,U+1F4CD,📍,round pushpin,office
2112,U+1F4CE,📎,paperclip,office
2113,U+1F587,🖇,linked paperclips,office
2114,U+1F4CF,📏,straight ruler,office
2115,U+1F4D0,📐,triangular ruler,office
2116,U+2702,✂,scissors,office
2117,U+1F5C3,🗃,card file box,office
2118,U+1F5C4,🗄,file cabinet,office
2119,U+1F5D1,🗑,wastebasket,office
2145,U+1F6AC,🚬,cigarette,other_object
2146,U+26B0,⚰,coffin,other_object
2147,U+26B1,⚱,funeral urn,other_object
2148,U+1F5FF,🗿,moai,other_object
2149,U+1F6E2,🛢,oil drum,other_object
2150,U+1F52E,🔮,crystal ball,other_object
2151,U+1F6D2,🛒,shopping cart,other_object
2248,U+2640,♀,female sign,other_symbol
2249,U+2642,♂,male sign,other_symbol
2250,U+2695,⚕,medical symbol,other_symbol
2251,U+267B,♻,recycling symbol,other_symbol
2252,U+269C,⚜,fleur-de-lis,other_symbol
2253,U+1F531,🔱,trident emblem,other_symbol
2254,U+1F4DB,📛,name badge,other_symbol
2255,U+1F530,🔰,Japanese symbol for beginner,other_symbol
2256,U+2B55,⭕,heavy large circle,other_symbol
2257,U+2705,✅,white heavy check mark,other_symbol
2258,U+2611,☑,ballot box with check,other_symbol
2259,U+2714,✔,heavy check mark,other_symbol
2260,U+2716,✖,heavy multiplication x,other_symbol
2261,U+274C,❌,cross mark,other_symbol
2262,U+274E,❎,cross mark button,other_symbol
2263,U+2795,➕,heavy plus sign,other_symbol
2264,U+2796,➖,heavy minus sign,other_symbol
2265,U+2797,➗,heavy division sign,other_symbol
2266,U+27B0,➰,curly loop,other_symbol
2267,U+27BF,➿,double curly loop,other_symbol
2268,U+303D,〽,part alternation mark,other_symbol
2269,U+2733,✳,eight-spoked asterisk,other_symbol
2270,U+2734,✴,eight-pointed star,other_symbol
2271,U+2747,❇,sparkle,other_symbol
2272,U+203C,‼,double exclamation mark,other_symbol
2273,U+2049,⁉,exclamation question mark,other_symbol
2274,U+2753,❓,question mark,other_symbol
2275,U+2754,❔,white question mark,other_symbol
2276,U+2755,❕,white exclamation mark,other_symbol
2277,U+2757,❗,exclamation mark,other_symbol
2278,U+3030,〰,wavy dash,other_symbol
2279,U+00A9,©,copyright,other_symbol
2280,U+00AE,®,registered,other_symbol
2281,U+2122,™,trade mark,other_symbol
108,U+1F476,👶,baby,person
109,U+1F476 U+1F3FB,👶🏻,baby: light skin tone,person
110,U+1F476 U+1F3FC,👶🏼,baby: medium-light skin tone,person
111,U+1F476 U+1F3FD,👶🏽,baby: medium skin tone,person
112,U+1F476 U+1F3FE,👶🏾,baby: medium-dark skin tone,person
113,U+1F476 U+1F3FF,👶🏿,baby: dark skin tone,person
120,U+1F466,👦,boy,person
121,U+1F466 U+1F3FB,👦🏻,boy: light skin tone,person
122,U+1F466 U+1F3FC,👦🏼,boy: medium-light skin tone,person
123,U+1F466 U+1F3FD,👦🏽,boy: medium skin tone,person
124,U+1F466 U+1F3FE,👦🏾,boy: medium-dark skin tone,person
125,U+1F466 U+1F3FF,👦🏿,boy: dark skin tone,person
126,U+1F467,👧,girl,person
127,U+1F467 U+1F3FB,👧🏻,girl: light skin tone,person
128,U+1F467 U+1F3FC,👧🏼,girl: medium-light skin tone,person
129,U+1F467 U+1F3FD,👧🏽,girl: medium skin tone,person
130,U+1F467 U+1F3FE,👧🏾,girl: medium-dark skin tone,person
131,U+1F467 U+1F3FF,👧🏿,girl: dark skin tone,person
138,U+1F468,👨,man,person
139,U+1F468 U+1F3FB,👨🏻,man: light skin tone,person
140,U+1F468 U+1F3FC,👨🏼,man: medium-light skin tone,person
141,U+1F468 U+1F3FD,👨🏽,man: medium skin tone,person
142,U+1F468 U+1F3FE,👨🏾,man: medium-dark skin tone,person
143,U+1F468 U+1F3FF,👨🏿,man: dark skin tone,person
144,U+1F469,👩,woman,person
145,U+1F469 U+1F3FB,👩🏻,woman: light skin tone,person
146,U+1F469 U+1F3FC,👩🏼,woman: medium-light skin tone,person
147,U+1F469 U+1F3FD,👩🏽,woman: medium skin tone,person
148,U+1F469 U+1F3FE,👩🏾,woman: medium-dark skin tone,person
149,U+1F469 U+1F3FF,👩🏿,woman: dark skin tone,person
156,U+1F474,👴,old man,person
157,U+1F474 U+1F3FB,👴🏻,old man: light skin tone,person
158,U+1F474 U+1F3FC,👴🏼,old man: medium-light skin tone,person
159,U+1F474 U+1F3FD,👴🏽,old man: medium skin tone,person
160,U+1F474 U+1F3FE,👴🏾,old man: medium-dark skin tone,person
161,U+1F474 U+1F3FF,👴🏿,old man: dark skin tone,person
162,U+1F475,👵,old woman,person
163,U+1F475 U+1F3FB,👵🏻,old woman: light skin tone,person
164,U+1F475 U+1F3FC,👵🏼,old woman: medium-light skin tone,person
165,U+1F475 U+1F3FD,👵🏽,old woman: medium skin tone,person
166,U+1F475 U+1F3FE,👵🏾,old woman: medium-dark skin tone,person
167,U+1F475 U+1F3FF,👵🏿,old woman: dark skin tone,person
798,U+1F486,💆,person getting massage,person_activity
799,U+1F486 U+1F3FB,💆🏻,person getting massage: light skin tone,person_activity
800,U+1F486 U+1F3FC,💆🏼,person getting massage: medium-light skin tone,person_activity
801,U+1F486 U+1F3FD,💆🏽,person getting massage: medium skin tone,person_activity
802,U+1F486 U+1F3FE,💆🏾,person getting massage: medium-dark skin tone,person_activity
803,U+1F486 U+1F3FF,💆🏿,person getting massage: dark skin tone,person_activity
804,U+1F486 U+200D U+2642 U+FE0F,💆‍♂️,man getting massage,person_activity
805,U+1F486 U+1F3FB U+200D U+2642 U+FE0F,💆🏻‍♂️,man getting massage: light skin tone,person_activity
806,U+1F486 U+1F3FC U+200D U+2642 U+FE0F,💆🏼‍♂️,man getting massage: medium-light skin tone,person_activity
807,U+1F486 U+1F3FD U+200D U+2642 U+FE0F,💆🏽‍♂️,man getting massage: medium skin tone,person_activity
808,U+1F486 U+1F3FE U+200D U+2642 U+FE0F,💆🏾‍♂️,man getting massage: medium-dark skin tone,person_activity
809,U+1F486 U+1F3FF U+200D U+2642 U+FE0F,💆🏿‍♂️,man getting massage: dark skin tone,person_activity
810,U+1F486 U+200D U+2640 U+FE0F,💆‍♀️,woman getting massage,person_activity
811,U+1F486 U+1F3FB U+200D U+2640 U+FE0F,💆🏻‍♀️,woman getting massage: light skin tone,person_activity
812,U+1F486 U+1F3FC U+200D U+2640 U+FE0F,💆🏼‍♀️,woman getting massage: medium-light skin tone,person_activity
813,U+1F486 U+1F3FD U+200D U+2640 U+FE0F,💆🏽‍♀️,woman getting massage: medium skin tone,person_activity
814,U+1F486 U+1F3FE U+200D U+2640 U+FE0F,💆🏾‍♀️,woman getting massage: medium-dark skin tone,person_activity
815,U+1F486 U+1F3FF U+200D U+2640 U+FE0F,💆🏿‍♀️,woman getting massage: dark skin tone,person_activity
816,U+1F487,💇,person getting haircut,person_activity
817,U+1F487 U+1F3FB,💇🏻,person getting haircut: light skin tone,person_activity
818,U+1F487 U+1F3FC,💇🏼,person getting haircut: medium-light skin tone,person_activity
819,U+1F487 U+1F3FD,💇🏽,person getting haircut: medium skin tone,person_activity
820,U+1F487 U+1F3FE,💇🏾,person getting haircut: medium-dark skin tone,person_activity
821,U+1F487 U+1F3FF,💇🏿,person getting haircut: dark skin tone,person_activity
822,U+1F487 U+200D U+2642 U+FE0F,💇‍♂️,man getting haircut,person_activity
823,U+1F487 U+1F3FB U+200D U+2642 U+FE0F,💇🏻‍♂️,man getting haircut: light skin tone,person_activity
824,U+1F487 U+1F3FC U+200D U+2642 U+FE0F,💇🏼‍♂️,man getting haircut: medium-light skin tone,person_activity
825,U+1F487 U+1F3FD U+200D U+2642 U+FE0F,💇🏽‍♂️,man getting haircut: medium skin tone,person_activity
826,U+1F487 U+1F3FE U+200D U+2642 U+FE0F,💇🏾‍♂️,man getting haircut: medium-dark skin tone,person_activity
827,U+1F487 U+1F3FF U+200D U+2642 U+FE0F,💇🏿‍♂️,man getting haircut: dark skin tone,person_activity
828,U+1F487 U+200D U+2640 U+FE0F,💇‍♀️,woman getting haircut,person_activity
829,U+1F487 U+1F3FB U+200D U+2640 U+FE0F,💇🏻‍♀️,woman getting haircut: light skin tone,person_activity
830,U+1F487 U+1F3FC U+200D U+2640 U+FE0F,💇🏼‍♀️,woman getting haircut: medium-light skin tone,person_activity
831,U+1F487 U+1F3FD U+200D U+2640 U+FE0F,💇🏽‍♀️,woman getting haircut: medium skin tone,person_activity
832,U+1F487 U+1F3FE U+200D U+2640 U+FE0F,💇🏾‍♀️,woman getting haircut: medium-dark skin tone,person_activity
833,U+1F487 U+1F3FF U+200D U+2640 U+FE0F,💇🏿‍♀️,woman getting haircut: dark skin tone,person_activity
834,U+1F6B6,🚶,person walking,person_activity
835,U+1F6B6 U+1F3FB,🚶🏻,person walking: light skin tone,person_activity
836,U+1F6B6 U+1F3FC,🚶🏼,person walking: medium-light skin tone,person_activity
837,U+1F6B6 U+1F3FD,🚶🏽,person walking: medium skin tone,person_activity
838,U+1F6B6 U+1F3FE,🚶🏾,person walking: medium-dark skin tone,person_activity
839,U+1F6B6 U+1F3FF,🚶🏿,person walking: dark skin tone,person_activity
840,U+1F6B6 U+200D U+2642 U+FE0F,🚶‍♂️,man walking,person_activity
841,U+1F6B6 U+1F3FB U+200D U+2642 U+FE0F,🚶🏻‍♂️,man walking: light skin tone,person_activity
842,U+1F6B6 U+1F3FC U+200D U+2642 U+FE0F,🚶🏼‍♂️,man walking: medium-light skin tone,person_activity
843,U+1F6B6 U+1F3FD U+200D U+2642 U+FE0F,🚶🏽‍♂️,man walking: medium skin tone,person_activity
844,U+1F6B6 U+1F3FE U+200D U+2642 U+FE0F,🚶🏾‍♂️,man walking: medium-dark skin tone,person_activity
845,U+1F6B6 U+1F3FF U+200D U+2642 U+FE0F,🚶🏿‍♂️,man walking: dark skin tone,person_activity
846,U+1F6B6 U+200D U+2640 U+FE0F,🚶‍♀️,woman walking,person_activity
847,U+1F6B6 U+1F3FB U+200D U+2640 U+FE0F,🚶🏻‍♀️,woman walking: light skin tone,person_activity
848,U+1F6B6 U+1F3FC U+200D U+2640 U+FE0F,🚶🏼‍♀️,woman walking: medium-light skin tone,person_activity
849,U+1F6B6 U+1F3FD U+200D U+2640 U+FE0F,🚶🏽‍♀️,woman walking: medium skin tone,person_activity
850,U+1F6B6 U+1F3FE U+200D U+2640 U+FE0F,🚶🏾‍♀️,woman walking: medium-dark skin tone,person_activity
851,U+1F6B6 U+1F3FF U+200D U+2640 U+FE0F,🚶🏿‍♀️,woman walking: dark skin tone,person_activity
852,U+1F3C3,🏃,person running,person_activity
853,U+1F3C3 U+1F3FB,🏃🏻,person running: light skin tone,person_activity
854,U+1F3C3 U+1F3FC,🏃🏼,person running: medium-light skin tone,person_activity
855,U+1F3C3 U+1F3FD,🏃🏽,person running: medium skin tone,person_activity
856,U+1F3C3 U+1F3FE,🏃🏾,person running: medium-dark skin tone,person_activity
857,U+1F3C3 U+1F3FF,🏃🏿,person running: dark skin tone,person_activity
858,U+1F3C3 U+200D U+2642 U+FE0F,🏃‍♂️,man running,person_activity
859,U+1F3C3 U+1F3FB U+200D U+2642 U+FE0F,🏃🏻‍♂️,man running: light skin tone,person_activity
860,U+1F3C3 U+1F3FC U+200D U+2642 U+FE0F,🏃🏼‍♂️,man running: medium-light skin tone,person_activity
861,U+1F3C3 U+1F3FD U+200D U+2642 U+FE0F,🏃🏽‍♂️,man running: medium skin tone,person_activity
862,U+1F3C3 U+1F3FE U+200D U+2642 U+FE0F,🏃🏾‍♂️,man running: medium-dark skin tone,person_activity
863,U+1F3C3 U+1F3FF U+200D U+2642 U+FE0F,🏃🏿‍♂️,man running: dark skin tone,person_activity
864,U+1F3C3 U+200D U+2640 U+FE0F,🏃‍♀️,woman running,person_activity
865,U+1F3C3 U+1F3FB U+200D U+2640 U+FE0F,🏃🏻‍♀️,woman running: light skin tone,person_activity
866,U+1F3C3 U+1F3FC U+200D U+2640 U+FE0F,🏃🏼‍♀️,woman running: medium-light skin tone,person_activity
867,U+1F3C3 U+1F3FD U+200D U+2640 U+FE0F,🏃🏽‍♀️,woman running: medium skin tone,person_activity
868,U+1F3C3 U+1F3FE U+200D U+2640 U+FE0F,🏃🏾‍♀️,woman running: medium-dark skin tone,person_activity
869,U+1F3C3 U+1F3FF U+200D U+2640 U+FE0F,🏃🏿‍♀️,woman running: dark skin tone,person_activity
870,U+1F483,💃,woman dancing,person_activity
871,U+1F483 U+1F3FB,💃🏻,woman dancing: light skin tone,person_activity
872,U+1F483 U+1F3FC,💃🏼,woman dancing: medium-light skin tone,person_activity
873,U+1F483 U+1F3FD,💃🏽,woman dancing: medium skin tone,person_activity
874,U+1F483 U+1F3FE,💃🏾,woman dancing: medium-dark skin tone,person_activity
875,U+1F483 U+1F3FF,💃🏿,woman dancing: dark skin tone,person_activity
876,U+1F57A,🕺,man dancing,person_activity
877,U+1F57A U+1F3FB,🕺🏻,man dancing: light skin tone,person_activity
878,U+1F57A U+1F3FC,🕺🏼,man dancing: medium-light skin tone,person_activity
879,U+1F57A U+1F3FD,🕺🏽,man dancing: medium skin tone,person_activity
880,U+1F57A U+1F3FE,🕺🏾,man dancing: medium-dark skin tone,person_activity
881,U+1F57A U+1F3FF,🕺🏿,man dancing: dark skin tone,person_activity
882,U+1F46F,👯,people with bunny ears,person_activity
883,U+1F46F U+200D U+2642 U+FE0F,👯‍♂️,men with bunny ears,person_activity
884,U+1F46F U+200D U+2640 U+FE0F,👯‍♀️,women with bunny ears,person_activity
939,U+1F6C0,🛀,person taking bath,person_activity
940,U+1F6C0 U+1F3FB,🛀🏻,person taking bath: light skin tone,person_activity
941,U+1F6C0 U+1F3FC,🛀🏼,person taking bath: medium-light skin tone,person_activity
942,U+1F6C0 U+1F3FD,🛀🏽,person taking bath: medium skin tone,person_activity
943,U+1F6C0 U+1F3FE,🛀🏾,person taking bath: medium-dark skin tone,person_activity
944,U+1F6C0 U+1F3FF,🛀🏿,person taking bath: dark skin tone,person_activity
945,U+1F6CC,🛌,person in bed,person_activity
946,U+1F6CC U+1F3FB,🛌🏻,person in bed: light skin tone,person_activity
947,U+1F6CC U+1F3FC,🛌🏼,person in bed: medium-light skin tone,person_activity
948,U+1F6CC U+1F3FD,🛌🏽,person in bed: medium skin tone,person_activity
949,U+1F6CC U+1F3FE,🛌🏾,person in bed: medium-dark skin tone,person_activity
950,U+1F6CC U+1F3FF,🛌🏿,person in bed: dark skin tone,person_activity
951,U+1F574,🕴,man in suit levitating,person_activity
952,U+1F574 U+1F3FB,🕴🏻,man in suit levitating: light skin tone,person_activity
953,U+1F574 U+1F3FC,🕴🏼,man in suit levitating: medium-light skin tone,person_activity
954,U+1F574 U+1F3FD,🕴🏽,man in suit levitating: medium skin tone,person_activity
955,U+1F574 U+1F3FE,🕴🏾,man in suit levitating: medium-dark skin tone,person_activity
956,U+1F574 U+1F3FF,🕴🏿,man in suit levitating: dark skin tone,person_activity
957,U+1F5E3,🗣,speaking head,person_activity
958,U+1F464,👤,bust in silhouette,person_activity
959,U+1F465,👥,busts in silhouette,person_activity
522,U+1F47C,👼,baby angel,person_fantasy
523,U+1F47C U+1F3FB,👼🏻,baby angel: light skin tone,person_fantasy
524,U+1F47C U+1F3FC,👼🏼,baby angel: medium-light skin tone,person_fantasy
525,U+1F47C U+1F3FD,👼🏽,baby angel: medium skin tone,person_fantasy
526,U+1F47C U+1F3FE,👼🏾,baby angel: medium-dark skin tone,person_fantasy
527,U+1F47C U+1F3FF,👼🏿,baby angel: dark skin tone,person_fantasy
528,U+1F385,🎅,Santa Claus,person_fantasy
529,U+1F385 U+1F3FB,🎅🏻,Santa Claus: light skin tone,person_fantasy
530,U+1F385 U+1F3FC,🎅🏼,Santa Claus: medium-light skin tone,person_fantasy
531,U+1F385 U+1F3FD,🎅🏽,Santa Claus: medium skin tone,person_fantasy
532,U+1F385 U+1F3FE,🎅🏾,Santa Claus: medium-dark skin tone,person_fantasy
533,U+1F385 U+1F3FF,🎅🏿,Santa Claus: dark skin tone,person_fantasy
534,U+1F936,🤶,Mrs. Claus,person_fantasy
535,U+1F936 U+1F3FB,🤶🏻,Mrs. Claus: light skin tone,person_fantasy
536,U+1F936 U+1F3FC,🤶🏼,Mrs. Claus: medium-light skin tone,person_fantasy
537,U+1F936 U+1F3FD,🤶🏽,Mrs. Claus: medium skin tone,person_fantasy
538,U+1F936 U+1F3FE,🤶🏾,Mrs. Claus: medium-dark skin tone,person_fantasy
539,U+1F936 U+1F3FF,🤶🏿,Mrs. Claus: dark skin tone,person_fantasy
636,U+1F64D,🙍,person frowning,person_gesture
637,U+1F64D U+1F3FB,🙍🏻,person frowning: light skin tone,person_gesture
638,U+1F64D U+1F3FC,🙍🏼,person frowning: medium-light skin tone,person_gesture
639,U+1F64D U+1F3FD,🙍🏽,person frowning: medium skin tone,person_gesture
640,U+1F64D U+1F3FE,🙍🏾,person frowning: medium-dark skin tone,person_gesture
641,U+1F64D U+1F3FF,🙍🏿,person frowning: dark skin tone,person_gesture
642,U+1F64D U+200D U+2642 U+FE0F,🙍‍♂️,man frowning,person_gesture
643,U+1F64D U+1F3FB U+200D U+2642 U+FE0F,🙍🏻‍♂️,man frowning: light skin tone,person_gesture
644,U+1F64D U+1F3FC U+200D U+2642 U+FE0F,🙍🏼‍♂️,man frowning: medium-light skin tone,person_gesture
645,U+1F64D U+1F3FD U+200D U+2642 U+FE0F,🙍🏽‍♂️,man frowning: medium skin tone,person_gesture
646,U+1F64D U+1F3FE U+200D U+2642 U+FE0F,🙍🏾‍♂️,man frowning: medium-dark skin tone,person_gesture
647,U+1F64D U+1F3FF U+200D U+2642 U+FE0F,🙍🏿‍♂️,man frowning: dark skin tone,person_gesture
648,U+1F64D U+200D U+2640 U+FE0F,🙍‍♀️,woman frowning,person_gesture
649,U+1F64D U+1F3FB U+200D U+2640 U+FE0F,🙍🏻‍♀️,woman frowning: light skin tone,person_gesture
650,U+1F64D U+1F3FC U+200D U+2640 U+FE0F,🙍🏼‍♀️,woman frowning: medium-light skin tone,person_gesture
651,U+1F64D U+1F3FD U+200D U+2640 U+FE0F,🙍🏽‍♀️,woman frowning: medium skin tone,person_gesture
652,U+1F64D U+1F3FE U+200D U+2640 U+FE0F,🙍🏾‍♀️,woman frowning: medium-dark skin tone,person_gesture
653,U+1F64D U+1F3FF U+200D U+2640 U+FE0F,🙍🏿‍♀️,woman frowning: dark skin tone,person_gesture
654,U+1F64E,🙎,person pouting,person_gesture
655,U+1F64E U+1F3FB,🙎🏻,person pouting: light skin tone,person_gesture
656,U+1F64E U+1F3FC,🙎🏼,person pouting: medium-light skin tone,person_gesture
657,U+1F64E U+1F3FD,🙎🏽,person pouting: medium skin tone,person_gesture
658,U+1F64E U+1F3FE,🙎🏾,person pouting: medium-dark skin tone,person_gesture
659,U+1F64E U+1F3FF,🙎🏿,person pouting: dark skin tone,person_gesture
660,U+1F64E U+200D U+2642 U+FE0F,🙎‍♂️,man pouting,person_gesture
