column_a,code,browser,cldr_short_name,category
2402,U+1F1E8 U+1F1E8,🇨🇨,Cocos (Keeling) Islands,country_flag
2403,U+1F1E8 U+1F1E9,🇨🇩,Congo - Kinshasa,country_flag
2404,U+1F1E8 U+1F1EB,🇨🇫,Central African Republic,country_flag
2405,U+1F1E8 U+1F1EC,🇨🇬,Congo - Brazzaville,country_flag
2406,U+1F1E8 U+1F1ED,🇨🇭,Switzerland,country_flag
2407,U+1F1E8 U+1F1EE,🇨🇮,Côte d’Ivoire,country_flag
2408,U+1F1E8 U+1F1F0,🇨🇰,Cook Islands,country_flag
2409,U+1F1E8 U+1F1F1,🇨🇱,Chile,country_flag
2410,U+1F1E8 U+1F1F2,🇨🇲,Cameroon,country_flag
2411,U+1F1E8 U+1F1F3,🇨🇳,China,country_flag
2412,U+1F1E8 U+1F1F4,🇨🇴,Colombia,country_flag
2413,U+1F1E8 U+1F1F5,🇨🇵,Clipperton Island,country_flag
2414,U+1F1E8 U+1F1F7,🇨🇷,Costa Rica,country_flag
2415,U+1F1E8 U+1F1FA,🇨🇺,Cuba,country_flag
2416,U+1F1E8 U+1F1FB,🇨🇻,Cape Verde,country_flag
2417,U+1F1E8 U+1F1FC,🇨🇼,Curaçao,country_flag
2418,U+1F1E8 U+1F1FD,🇨🇽,Christmas Island,country_flag
2419,U+1F1E8 U+1F1FE,🇨🇾,Cyprus,country_flag
2420,U+1F1E8 U+1F1FF,🇨🇿,Czechia,country_flag
2421,U+1F1E9 U+1F1EA,🇩🇪,Germany,country_flag
2422,U+1F1E9 U+1F1EC,🇩🇬,Diego Garcia,country_flag
2423,U+1F1E9 U+1F1EF,🇩🇯,Djibouti,country_flag
2424,U+1F1E9 U+1F1F0,🇩🇰,Denmark,country_flag
2425,U+1F1E9 U+1F1F2,🇩🇲,Dominica,country_flag
2426,U+1F1E9 U+1F1F4,🇩🇴,Dominican Republic,country_flag
2427,U+1F1E9 U+1F1FF,🇩🇿,Algeria,country_flag
2428,U+1F1EA U+1F1E6,🇪🇦,Ceuta & Melilla,country_flag
2429,U+1F1EA U+1F1E8,🇪🇨,Ecuador,country_flag
2430,U+1F1EA U+1F1EA,🇪🇪,Estonia,country_flag
2431,U+1F1EA U+1F1EC,🇪🇬,Egypt,country_flag
2432,U+1F1EA U+1F1ED,🇪🇭,Western Sahara,country_flag
2433,U+1F1EA U+1F1F7,🇪🇷,Eritrea,country_flag
2434,U+1F1EA U+1F1F8,🇪🇸,Spain,country_flag
2435,U+1F1EA U+1F1F9,🇪🇹,Ethiopia,country_flag
2436,U+1F1EA U+1F1FA,🇪🇺,European Union,country_flag
2437,U+1F1EB U+1F1EE,🇫🇮,Finland,country_flag
2438,U+1F1EB U+1F1EF,🇫🇯,Fiji,country_flag
2439,U+1F1EB U+1F1F0,🇫🇰,Falkland Islands,country_flag
2440,U+1F1EB U+1F1F2,🇫🇲,Micronesia,country_flag
2441,U+1F1EB U+1F1F4,🇫🇴,Faroe Islands,country_flag
2442,U+1F1EB U+1F1F7,🇫🇷,France,country_flag
2443,U+1F1EC U+1F1E6,🇬🇦,Gabon,country_flag
2444,U+1F1EC U+1F1E7,🇬🇧,United Kingdom,country_flag
2445,U+1F1EC U+1F1E9,🇬🇩,Grenada,country_flag
2446,U+1F1EC U+1F1EA,🇬🇪,Georgia,country_flag
2447,U+1F1EC U+1F1EB,🇬🇫,French Guiana,country_flag
2448,U+1F1EC U+1F1EC,🇬🇬,Guernsey,country_flag
2449,U+1F1EC U+1F1ED,🇬🇭,Ghana,country_flag
2450,U+1F1EC U+1F1EE,🇬🇮,Gibraltar,country_flag
2451,U+1F1EC U+1F1F1,🇬🇱,Greenland,country_flag
2452,U+1F1EC U+1F1F2,🇬🇲,Gambia,country_flag
2453,U+1F1EC U+1F1F3,🇬🇳,Guinea,country_flag
2454,U+1F1EC U+1F1F5,🇬🇵,Guadeloupe,country_flag
2455,U+1F1EC U+1F1F6,🇬🇶,Equatorial Guinea,country_flag
2456,U+1F1EC U+1F1F7,🇬🇷,Greece,country_flag
2457,U+1F1EC U+1F1F8,🇬🇸,South Georgia & South Sandwich Islands,country_flag
2458,U+1F1EC U+1F1F9,🇬🇹,Guatemala,country_flag
2459,U+1F1EC U+1F1FA,🇬🇺,Guam,country_flag
2460,U+1F1EC U+1F1FC,🇬🇼,Guinea-Bissau,country_flag
2461,U+1F1EC U+1F1FE,🇬🇾,Guyana,country_flag
2462,U+1F1ED U+1F1F0,🇭🇰,Hong Kong SAR China,country_flag
2463,U+1F1ED U+1F1F2,🇭🇲,Heard & McDonald Islands,country_flag
2464,U+1F1ED U+1F1F3,🇭🇳,Honduras,country_flag
2465,U+1F1ED U+1F1F7,🇭🇷,Croatia,country_flag
2466,U+1F1ED U+1F1F9,🇭🇹,Haiti,country_flag
2467,U+1F1ED U+1F1FA,🇭🇺,Hungary,country_flag
2468,U+1F1EE U+1F1E8,🇮🇨,Canary Islands,country_flag
2469,U+1F1EE U+1F1E9,🇮🇩,Indonesia,country_flag
2470,U+1F1EE U+1F1EA,🇮🇪,Ireland,country_flag
2471,U+1F1EE U+1F1F1,🇮🇱,Israel,country_flag
2472,U+1F1EE U+1F1F2,🇮🇲,Isle of Man,country_flag
2473,U+1F1EE U+1F1F3,🇮🇳,India,country_flag
2474,U+1F1EE U+1F1F4,🇮🇴,British Indian Ocean Territory,country_flag
2475,U+1F1EE U+1F1F6,🇮🇶,Iraq,country_flag
2476,U+1F1EE U+1F1F7,🇮🇷,Iran,country_flag
2477,U+1F1EE U+1F1F8,🇮🇸,Iceland,country_flag
2478,U+1F1EE U+1F1F9,🇮🇹,Italy,country_flag
2479,U+1F1EF U+1F1EA,🇯🇪,Jersey,country_flag
2480,U+1F1EF U+1F1F2,🇯🇲,Jamaica,country_flag
2481,U+1F1EF U+1F1F4,🇯🇴,Jordan,country_flag
2482,U+1F1EF U+1F1F5,🇯🇵,Japan,country_flag
2483,U+1F1F0 U+1F1EA,🇰🇪,Kenya,country_flag
2484,U+1F1F0 U+1F1EC,🇰🇬,Kyrgyzstan,country_flag
2485,U+1F1F0 U+1F1ED,🇰🇭,Cambodia,country_flag
2486,U+1F1F0 U+1F1EE,🇰🇮,Kiribati,country_flag
2487,U+1F1F0 U+1F1F2,🇰🇲,Comoros,country_flag
2488,U+1F1F0 U+1F1F3,🇰🇳,St. Kitts & Nevis,country_flag
2489,U+1F1F0 U+1F1F5,🇰🇵,North Korea,country_flag
2490,U+1F1F0 U+1F1F7,🇰🇷,South Korea,country_flag
2491,U+1F1F0 U+1F1FC,🇰🇼,Kuwait,country_flag
2492,U+1F1F0 U+1F1FE,🇰🇾,Cayman Islands,country_flag
2493,U+1F1F0 U+1F1FF,🇰🇿,Kazakhstan,country_flag
2494,U+1F1F1 U+1F1E6,🇱🇦,Laos,country_flag
2495,U+1F1F1 U+1F1E7,🇱🇧,Lebanon,country_flag
2496,U+1F1F1 U+1F1E8,🇱🇨,St. Lucia,country_flag
2497,U+1F1F1 U+1F1EE,🇱🇮,Liechtenstein,country_flag
2498,U+1F1F1 U+1F1F0,🇱🇰,Sri Lanka,country_flag
2499,U+1F1F1 U+1F1F7,🇱🇷,Liberia,country_flag
2500,U+1F1F1 U+1F1F8,🇱🇸,Lesotho,country_flag
2501,U+1F1F1 U+1F1F9,🇱🇹,Lithuania,country_flag
2502,U+1F1F1 U+1F1FA,🇱🇺,Luxembourg,country_flag
2503,U+1F1F1 U+1F1FB,🇱🇻,Latvia,country_flag
2504,U+1F1F1 U+1F1FE,🇱🇾,Libya,country_flag
2505,U+1F1F2 U+1F1E6,🇲🇦,Morocco,country_flag
2506,U+1F1F2 U+1F1E8,🇲🇨,Monaco,country_flag
2507,U+1F1F2 U+1F1E9,🇲🇩,Moldova,country_flag
2508,U+1F1F2 U+1F1EA,🇲🇪,Montenegro,country_flag
2509,U+1F1F2 U+1F1EB,🇲🇫,St. Martin,country_flag
2510,U+1F1F2 U+1F1EC,🇲🇬,Madagascar,country_flag
2511,U+1F1F2 U+1F1ED,🇲🇭,Marshall Islands,country_flag
2512,U+1F1F2 U+1F1F0,🇲🇰,Macedonia,country_flag
2513,U+1F1F2 U+1F1F1,🇲🇱,Mali,country_flag
2514,U+1F1F2 U+1F1F2,🇲🇲,Myanmar (Burma),country_flag
2515,U+1F1F2 U+1F1F3,🇲🇳,Mongolia,country_flag
2516,U+1F1F2 U+1F1F4,🇲🇴,Macau SAR China,country_flag
2517,U+1F1F2 U+1F1F5,🇲🇵,Northern Mariana Islands,country_flag
2518,U+1F1F2 U+1F1F6,🇲🇶,Martinique,country_flag
2519,U+1F1F2 U+1F1F7,🇲🇷,Mauritania,country_flag
2520,U+1F1F2 U+1F1F8,🇲🇸,Montserrat,country_flag
2521,U+1F1F2 U+1F1F9,🇲🇹,Malta,country_flag
2522,U+1F1F2 U+1F1FA,🇲🇺,Mauritius,country_flag
2523,U+1F1F2 U+1F1FB,🇲🇻,Maldives,country_flag
2524,U+1F1F2 U+1F1FC,🇲🇼,Malawi,country_flag
2525,U+1F1F2 U+1F1FD,🇲🇽,Mexico,country_flag
2526,U+1F1F2 U+1F1FE,🇲🇾,Malaysia,country_flag
2527,U+1F1F2 U+1F1FF,🇲🇿,Mozambique,country_flag
2528,U+1F1F3 U+1F1E6,🇳🇦,Namibia,country_flag
2529,U+1F1F3 U+1F1E8,🇳🇨,New Caledonia,country_flag
2530,U+1F1F3 U+1F1EA,🇳🇪,Niger,country_flag
2531,U+1F1F3 U+1F1EB,🇳🇫,Norfolk Island,country_flag
2532,U+1F1F3 U+1F1EC,🇳🇬,Nigeria,country_flag
2533,U+1F1F3 U+1F1EE,🇳🇮,Nicaragua,country_flag
2534,U+1F1F3 U+1F1F1,🇳🇱,Netherlands,country_flag
2535,U+1F1F3 U+1F1F4,🇳🇴,Norway,country_flag
2536,U+1F1F3 U+1F1F5,🇳🇵,Nepal,country_flag
2537,U+1F1F3 U+1F1F7,🇳🇷,Nauru,country_flag
2538,U+1F1F3 U+1F1FA,🇳🇺,Niue,country_flag
2539,U+1F1F3 U+1F1FF,🇳🇿,New Zealand,country_flag
2540,U+1F1F4 U+1F1F2,🇴🇲,Oman,country_flag
2541,U+1F1F5 U+1F1E6,🇵🇦,Panama,country_flag
2542,U+1F1F5 U+1F1EA,🇵🇪,Peru,country_flag
2543,U+1F1F5 U+1F1EB,🇵🇫,French Polynesia,country_flag
2544,U+1F1F5 U+1F1EC,🇵🇬,Papua New Guinea,country_flag
2545,U+1F1F5 U+1F1ED,🇵🇭,Philippines,country_flag
2546,U+1F1F5 U+1F1F0,🇵🇰,Pakistan,country_flag
2547,U+1F1F5 U+1F1F1,🇵🇱,Poland,country_flag
2548,U+1F1F5 U+1F1F2,🇵🇲,St. Pierre & Miquelon,country_flag
2549,U+1F1F5 U+1F1F3,🇵🇳,Pitcairn Islands,country_flag
2550,U+1F1F5 U+1F1F7,🇵🇷,Puerto Rico,country_flag
2551,U+1F1F5 U+1F1F8,🇵🇸,Palestinian Territories,country_flag
2552,U+1F1F5 U+1F1F9,🇵🇹,Portugal,country_flag
2553,U+1F1F5 U+1F1FC,🇵🇼,Palau,country_flag
2554,U+1F1F5 U+1F1FE,🇵🇾,Paraguay,country_flag
2555,U+1F1F6 U+1F1E6,🇶🇦,Qatar,country_flag
2556,U+1F1F7 U+1F1EA,🇷🇪,Réunion,country_flag
2557,U+1F1F7 U+1F1F4,🇷🇴,Romania,country_flag
2558,U+1F1F7 U+1F1F8,🇷🇸,Serbia,country_flag
2559,U+1F1F7 U+1F1FA,🇷🇺,Russia,country_flag
2560,U+1F1F7 U+1F1FC,🇷🇼,Rwanda,country_flag
2561,U+1F1F8 U+1F1E6,🇸🇦,Saudi Arabia,country_flag
2562,U+1F1F8 U+1F1E7,🇸🇧,Solomon Islands,country_flag
2563,U+1F1F8 U+1F1E8,🇸🇨,Seychelles,country_flag
2564,U+1F1F8 U+1F1E9,🇸🇩,Sudan,country_flag
2565,U+1F1F8 U+1F1EA,🇸🇪,Sweden,country_flag
2566,U+1F1F8 U+1F1EC,🇸🇬,Singapore,country_flag
2567,U+1F1F8 U+1F1ED,🇸🇭,St. Helena,country_flag
2568,U+1F1F8 U+1F1EE,🇸🇮,Slovenia,country_flag
2569,U+1F1F8 U+1F1EF,🇸🇯,Svalbard & Jan Mayen,country_flag
2570,U+1F1F8 U+1F1F0,🇸🇰,Slovakia,country_flag
2571,U+1F1F8 U+1F1F1,🇸🇱,Sierra Leone,country_flag
2572,U+1F1F8 U+1F1F2,🇸🇲,San Marino,country_flag
2573,U+1F1F8 U+1F1F3,🇸🇳,Senegal,country_flag
2574,U+1F1F8 U+1F1F4,🇸🇴,Somalia,country_flag
2575,U+1F1F8 U+1F1F7,🇸🇷,Suriname,country_flag
2576,U+1F1F8 U+1F1F8,🇸🇸,South Sudan,country_flag
2577,U+1F1F8 U+1F1F9,🇸🇹,São Tomé & Príncipe,country_flag
2578,U+1F1F8 U+1F1FB,🇸🇻,El Salvador,country_flag
2579,U+1F1F8 U+1F1FD,🇸🇽,Sint Maarten,country_flag
2580,U+1F1F8 U+1F1FE,🇸🇾,Syria,country_flag
2581,U+1F1F8 U+1F1FF,🇸🇿,Swaziland,country_flag
2582,U+1F1F9 U+1F1E6,🇹🇦,Tristan da Cunha,country_flag
2583,U+1F1F9 U+1F1E8,🇹🇨,Turks & Caicos Islands,country_flag
2584,U+1F1F9 U+1F1E9,🇹🇩,Chad,country_flag
2585,U+1F1F9 U+1F1EB,🇹🇫,French Southern Territories,country_flag
2586,U+1F1F9 U+1F1EC,🇹🇬,Togo,country_flag
2587,U+1F1F9 U+1F1ED,🇹🇭,Thailand,country_flag
2588,U+1F1F9 U+1F1EF,🇹🇯,Tajikistan,country_flag
2589,U+1F1F9 U+1F1F0,🇹🇰,Tokelau,country_flag
2590,U+1F1F9 U+1F1F1,🇹🇱,Timor-Leste,country_flag
2591,U+1F1F9 U+1F1F2,🇹🇲,Turkmenistan,country_flag
2592,U+1F1F9 U+1F1F3,🇹🇳,Tunisia,country_flag
2593,U+1F1F9 U+1F1F4,🇹🇴,Tonga,country_flag
2594,U+1F1F9 U+1F1F7,🇹🇷,Turkey,country_flag
2595,U+1F1F9 U+1F1F9,🇹🇹,Trinidad & Tobago,country_flag
2596,U+1F1F9 U+1F1FB,🇹🇻,Tuvalu,country_flag
2597,U+1F1F9 U+1F1FC,🇹🇼,Taiwan,country_flag
2598,U+1F1F9 U+1F1FF,🇹🇿,Tanzania,country_flag
2599,U+1F1FA U+1F1E6,🇺🇦,Ukraine,country_flag
2600,U+1F1FA U+1F1EC,🇺🇬,Uganda,country_flag
2601,U+1F1FA U+1F1F2,🇺🇲,U.S. Outlying Islands,country_flag
2602,U+1F1FA U+1F1F3,🇺🇳,United Nations,country_flag
2603,U+1F1FA U+1F1F8,🇺🇸,United States,country_flag
2604,U+1F1FA U+1F1FE,🇺🇾,Uruguay,country_flag
2605,U+1F1FA U+1F1FF,🇺🇿,Uzbekistan,country_flag
2606,U+1F1FB U+1F1E6,🇻🇦,Vatican City,country_flag
2607,U+1F1FB U+1F1E8,🇻🇨,St. Vincent & Grenadines,country_flag
2608,U+1F1FB U+1F1EA,🇻🇪,Venezuela,country_flag
2609,U+1F1FB U+1F1EC,🇻🇬,British Virgin Islands,country_flag
2610,U+1F1FB U+1F1EE,🇻🇮,U.S. Virgin Islands,country_flag
2611,U+1F1FB U+1F1F3,🇻🇳,Vietnam,country_flag
2612,U+1F1FB U+1F1FA,🇻🇺,Vanuatu,country_flag
2613,U+1F1FC U+1F1EB,🇼🇫,Wallis & Futuna,country_flag
2614,U+1F1FC U+1F1F8,🇼🇸,Samoa,country_flag
2615,U+1F1FD U+1F1F0,🇽🇰,Kosovo,country_flag
2616,U+1F1FE U+1F1EA,🇾🇪,Yemen,country_flag
2617,U+1F1FE U+1F1F9,🇾🇹,Mayotte,country_flag
2618,U+1F1FF U+1F1E6,🇿🇦,South Africa,country_flag
2619,U+1F1FF U+1F1F2,🇿🇲,Zambia,country_flag
2620,U+1F1FF U+1F1FC,🇿🇼,Zimbabwe,country_flag
1718,U+1F37D,🍽,fork and knife with plate,dishware
1719,U+1F374,🍴,fork and knife,dishware
1720,U+1F944,🥄,spoon,dishware
1721,U+1F52A,🔪,kitchen knife,dishware
1722,U+1F3FA,🏺,amphora,dishware
1703,U+1F37C,🍼,baby bottle,drink
1704,U+1F95B,🥛,glass of milk,drink
1705,U+2615,☕,hot beverage,drink
1706,U+1F375,🍵,teacup without handle,drink
1707,U+1F376,🍶,sake,drink
1708,U+1F37E,🍾,bottle with popping cork,drink
1709,U+1F377,🍷,wine glass,drink
1710,U+1F378,🍸,cocktail glass,drink
1711,U+1F379,🍹,tropical drink,drink
1712,U+1F37A,🍺,beer mug,drink
1713,U+1F37B,🍻,clinking beer mugs,drink
1714,U+1F942,🥂,clinking glasses,drink
1715,U+1F943,🥃,tumbler glass,drink
1444,U+1F48B,💋,kiss mark,emotion
1445,U+1F498,💘,heart with arrow,emotion
1446,U+2764,❤,red heart,emotion
1447,U+1F493,💓,beating heart,emotion
1448,U+1F494,💔,broken heart,emotion
1449,U+1F495,💕,two hearts,emotion
1450,U+1F496,💖,sparkling heart,emotion
1451,U+1F497,💗,growing heart,emotion
1452,U+1F499,💙,blue heart,emotion
1453,U+1F49A,💚,green heart,emotion
1454,U+1F49B,💛,yellow heart,emotion
1456,U+1F49C,💜,purple heart,emotion
1457,U+1F5A4,🖤,black heart,emotion
1458,U+1F49D,💝,heart with ribbon,emotion
1459,U+1F49E,💞,revolving hearts,emotion
1460,U+1F49F,💟,heart decoration,emotion
1461,U+2763,❣,heavy heart exclamation,emotion
1462,U+1F48C,💌,love letter,emotion
1463,U+1F4A4,💤,zzz,emotion
1464,U+1F4A2,💢,anger symbol,emotion
1465,U+1F4A3,💣,bomb,emotion
1466,U+1F4A5,💥,collision,emotion
1467,U+1F4A6,💦,sweat droplets,emotion
1468,U+1F4A8,💨,dashing away,emotion
1469,U+1F4AB,💫,dizzy,emotion
1470,U+1F4AC,💬,speech balloon,emotion
1471,U+1F5E8,🗨,left speech bubble,emotion
1472,U+1F5EF,🗯,right anger bubble,emotion
1473,U+1F4AD,💭,thought balloon,emotion
1474,U+1F573,🕳,hole,emotion
1930,U+1F383,🎃,jack-o-lantern,event
1931,U+1F384,🎄,Christmas tree,event
1932,U+1F386,🎆,fireworks,event
1933,U+1F387,🎇,sparkler,event
1934,U+2728,✨,sparkles,event
1935,U+1F388,🎈,balloon,event
1936,U+1F389,🎉,party popper,event
1937,U+1F38A,🎊,confetti ball,event
1938,U+1F38B,🎋,tanabata tree,event
1939,U+1F38D,🎍,pine decoration,event
1940,U+1F38E,🎎,Japanese dolls,event
1941,U+1F38F,🎏,carp streamer,event
1942,U+1F390,🎐,wind chime,event
1943,U+1F391,🎑,moon viewing ceremony,event
1944,U+1F380,🎀,ribbon,event
1945,U+1F381,🎁,wrapped gift,event
1946,U+1F397,🎗,reminder ribbon,event
1947,U+1F39F,🎟,admission tickets,event
1948,U+1F3AB,🎫,ticket,event
85,U+1F608,😈,smiling face with horns,face_fantasy
86,U+1F47F,👿,angry face with horns,face_fantasy
87,U+1F479,👹,ogre,face_fantasy
88,U+1F47A,👺,goblin,face_fantasy
89,U+1F480,💀,skull,face_fantasy
90,U+2620,☠,skull and crossbones,face_fantasy
91,U+1F47B,👻,ghost,face_fantasy
92,U+1F47D,👽,alien,face_fantasy
93,U+1F47E,👾,alien monster,face_fantasy
94,U+1F916,🤖,robot face,face_fantasy
95,U+1F4A9,💩,pile of poo,face_fantasy
49,U+2639,☹,frowning face,face_negative
50,U+1F641,🙁,slightly frowning face,face_negative
51,U+1F616,😖,confounded face,face_negative
52,U+1F61E,😞,disappointed face,face_negative
53,U+1F61F,😟,worried face,face_negative
54,U+1F624,😤,face with steam from nose,face_negative
55,U+1F622,😢,crying face,face_negative
56,U+1F62D,😭,loudly crying face,face_negative
57,U+1F626,😦,frowning face with open mouth,face_negative
58,U+1F627,😧,anguished face,face_negative
59,U+1F628,😨,fearful face,face_negative
60,U+1F629,😩,weary face,face_negative
62,U+1F62C,😬,grimacing face,face_negative
63,U+1F630,😰,anxious face with sweat,face_negative
64,U+1F631,😱,face screaming in fear,face_negative
65,U+1F633,😳,flushed face,face_negative
67,U+1F635,😵,dizzy face,face_negative
68,U+1F621,😡,pouting face,face_negative
69,U+1F620,😠,angry face,face_negative
22,U+1F914,🤔,thinking face,face_neutral
24,U+1F610,😐,neutral face,face_neutral
25,U+1F611,😑,expressionless face,face_neutral
26,U+1F636,😶,face without mouth,face_neutral
27,U+1F644,🙄,face with rolling eyes,face_neutral
28,U+1F60F,😏,smirking face,face_neutral
29,U+1F623,😣,persevering face,face_neutral
30,U+1F625,😥,sad but relieved face,face_neutral
31,U+1F62E,😮,face with open mouth,face_neutral
32,U+1F910,🤐,zipper-mouth face,face_neutral
33,U+1F62F,😯,hushed face,face_neutral
34,U+1F62A,😪,sleepy face,face_neutral
35,U+1F62B,😫,tired face,face_neutral
36,U+1F634,😴,sleeping face,face_neutral
37,U+1F60C,😌,relieved face,face_neutral
38,U+1F61B,😛,face with tongue,face_neutral
39,U+1F61C,😜,winking face with tongue,face_neutral
40,U+1F61D,😝,squinting face with tongue,face_neutral
41,U+1F924,🤤,drooling face,face_neutral
42,U+1F612,😒,unamused face,face_neutral
43,U+1F613,😓,downcast face with sweat,face_neutral
44,U+1F614,😔,pensive face,face_neutral
45,U+1F615,😕,confused face,face_neutral
46,U+1F643,🙃,upside-down face,face_neutral
47,U+1F911,🤑,money-mouth face,face_neutral
48,U+1F632,😲,astonished face,face_neutral
77,U+1F607,😇,smiling face with halo,face_role
78,U+1F920,🤠,cowboy hat face,face_role
79,U+1F921,🤡,clown face,face_role
80,U+1F925,🤥,lying face,face_role
84,U+1F913,🤓,nerd face,face_role
71,U+1F637,😷,face with medical mask,face_sick
72,U+1F912,🤒,face with thermometer,face_sick
73,U+1F915,🤕,face with head-bandage,face_sick
74,U+1F922,🤢,nauseated face,face_sick
76,U+1F927,🤧,sneezing face,face_sick
1,U+1F600,😀,grinning face,face_smiley
2,U+1F601,😁,beaming face with smiling eyes,face_smiley
3,U+1F602,😂,face with tears of joy,face_smiley
4,U+1F923,🤣,rolling on the floor laughing,face_smiley
5,U+1F603,😃,grinning face with big eyes,face_smiley
6,U+1F604,😄,grinning face with smiling eyes,face_smiley
7,U+1F605,😅,grinning face with sweat,face_smiley
8,U+1F606,😆,grinning squinting face,face_smiley
9,U+1F609,😉,winking face,face_smiley
10,U+1F60A,😊,smiling face with smiling eyes,face_smiley
11,U+1F60B,😋,face savoring food,face_smiley
12,U+1F60E,😎,smiling face with sunglasses,face_smiley
13,U+1F60D,😍,smiling face with heart-eyes,face_smiley
14,U+1F618,😘,face blowing a kiss,face_smiley
15,U+1F617,😗,kissing face,face_smiley
16,U+1F619,😙,kissing face with smiling eyes,face_smiley
17,U+1F61A,😚,kissing face with closed eyes,face_smiley
18,U+263A,☺,smiling face,face_smiley
19,U+1F642,🙂,slightly smiling face,face_smiley
20,U+1F917,🤗,hugging face,face_smiley
1195,U+1F46B,👫,man and woman holding hands,family
1196,U+1F46C,👬,two men holding hands,family
1197,U+1F46D,👭,two women holding hands,family
1198,U+1F48F,💏,kiss,family
1199,U+1F469 U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468,👩‍❤️‍💋‍👨,"kiss: woman, man",family
1200,U+1F468 U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468,👨‍❤️‍💋‍👨,"kiss: man, man",family
1201,U+1F469 U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469,👩‍❤️‍💋‍👩,"kiss: woman, woman",family
1202,U+1F491,💑,couple with heart,family
1203,U+1F469 U+200D U+2764 U+FE0F U+200D U+1F468,👩‍❤️‍👨,"couple with heart: woman, man",family
1204,U+1F468 U+200D U+2764 U+FE0F U+200D U+1F468,👨‍❤️‍👨,"couple with heart: man, man",family
1205,U+1F469 U+200D U+2764 U+FE0F U+200D U+1F469,👩‍❤️‍👩,"couple with heart: woman, woman",family
1206,U+1F46A,👪,family,family
1207,U+1F468 U+200D U+1F469 U+200D U+1F466,👨‍👩‍👦,"family: man, woman, boy",family
1208,U+1F468 U+200D U+1F469 U+200D U+1F467,👨‍👩‍👧,"family: man, woman, girl",family
1209,U+1F468 U+200D U+1F469 U+200D U+1F467 U+200D U+1F466,👨‍👩‍👧‍👦,"family: man, woman, girl, boy",family
1210,U+1F468 U+200D U+1F469 U+200D U+1F466 U+200D U+1F466,👨‍👩‍👦‍👦,"family: man, woman, boy, boy",family
1211,U+1F468 U+200D U+1F469 U+200D U+1F467 U+200D U+1F467,👨‍👩‍👧‍👧,"family: man, woman, girl, girl",family
1212,U+1F468 U+200D U+1F468 U+200D U+1F466,👨‍👨‍👦,"family: man, man, boy",family
1213,U+1F468 U+200D U+1F468 U+200D U+1F467,👨‍👨‍👧,"family: man, man, girl",family
1214,U+1F468 U+200D U+1F468 U+200D U+1F467 U+200D U+1F466,👨‍👨‍👧‍👦,"family: man, man, girl, boy",family
1215,U+1F468 U+200D U+1F468 U+200D U+1F466 U+200D U+1F466,👨‍👨‍👦‍👦,"family: man, man, boy, boy",family
1216,U+1F468 U+200D U+1F468 U+200D U+1F467 U+200D U+1F467,👨‍👨‍👧‍👧,"family: man, man, girl, girl",family
1217,U+1F469 U+200D U+1F469 U+200D U+1F466,👩‍👩‍👦,"family: woman, woman, boy",family
1218,U+1F469 U+200D U+1F469 U+200D U+1F467,👩‍👩‍👧,"family: woman, woman, girl",family
1219,U+1F469 U+200D U+1F469 U+200D U+1F467 U+200D U+1F466,👩‍👩‍👧‍👦,"family: woman, woman, girl, boy",family
1220,U+1F469 U+200D U+1F469 U+200D U+1F466 U+200D U+1F466,👩‍👩‍👦‍👦,"family: woman, woman, boy, boy",family
1221,U+1F469 U+200D U+1F469 U+200D U+1F467 U+200D U+1F467,👩‍👩‍👧‍👧,"family: woman, woman, girl, girl",family
1222,U+1F468 U+200D U+1F466,👨‍👦,"family: man, boy",family
1223,U+1F468 U+200D U+1F466 U+200D U+1F466,👨‍👦‍👦,"family: man, boy, boy",family
1224,U+1F468 U+200D U+1F467,👨‍👧,"family: man, girl",family
1225,U+1F468 U+200D U+1F467 U+200D U+1F466,👨‍👧‍👦,"family: man, girl, boy",family
1226,U+1F468 U+200D U+1F467 U+200D U+1F467,👨‍👧‍👧,"family: man, girl, girl",family
1227,U+1F469 U+200D U+1F466,👩‍👦,"family: woman, boy",family
1228,U+1F469 U+200D U+1F466 U+200D U+1F466,👩‍👦‍👦,"family: woman, boy, boy",family
1229,U+1F469 U+200D U+1F467,👩‍👧,"family: woman, girl",family
1230,U+1F469 U+200D U+1F467 U+200D U+1F466,👩‍👧‍👦,"family: woman, girl, boy",family
1231,U+1F469 U+200D U+1F467 U+200D U+1F467,👩‍👧‍👧,"family: woman, girl, girl",family
2357,U+1F3C1,🏁,chequered flag,flag
2358,U+1F6A9,🚩,triangular flag,flag
2359,U+1F38C,🎌,crossed flags,flag
2360,U+1F3F4,🏴,black flag,flag
2361,U+1F3F3,🏳,white flag,flag
2362,U+1F3F3 U+FE0F U+200D U+1F308,🏳️‍🌈,rainbow flag,flag
1674,U+1F371,🍱,bento box,food_asian
1675,U+1F358,🍘,rice cracker,food_asian
1676,U+1F359,🍙,rice ball,food_asian
1677,U+1F35A,🍚,cooked rice,food_asian
1678,U+1F35B,🍛,curry rice,food_asian
1679,U+1F35C,🍜,steaming bowl,food_asian
1680,U+1F35D,🍝,spaghetti,food_asian
1681,U+1F360,🍠,roasted sweet potato,food_asian
1682,U+1F362,🍢,oden,food_asian
